name,code,year,casset,cdebt,asset,rearnings,debt,sales,employee,capital,equity,netincome,stock
(주)아이티센,124500,17-Dec,16.61,199812,3093768,0,0,0,-126450,326262,512013,3193312,0
(주)아이티센,124500,18-Dec,11.84,7996526,4505785,0,0,0,5122051,2874475,3191170,8245931,0
(주)아이티센,124500,19-Dec,14.72,11596242,6471678,0,0,0,5561854,3543168,8091934,30213555,0
(주)아이티센,124500,20-Dec,15.82,11604929,5170337,0,0,0,3143849,9017384,15702356,20630827,0
(주)아이티아이즈,372800,18-Dec,,,,,,,,,,,
(주)아이티아이즈,372800,19-Dec,,,,,,,,,,,
(주)아이티아이즈,372800,20-Dec,24.77,3059186,99012,0,0,0,3160541,-101355,67576,105194,0
(주)아톤,158430,13-Dec,,,,,,,,,,,
(주)아톤,158430,19-Dec,58.86,-10631766,226416,0,0,0,-11268303,636536,282006,15447773,0
(주)아톤,158430,20-Dec,67.3,756533,38947,0,0,0,627671,128861,1208068,137743,0
(주)아프리카티비,67160,10-Dec,,,,,,,,,,,
(주)아프리카티비,67160,11-Dec,42.15,926957,564690,,0,0,600676,326281,256353,1805148,36438
(주)아프리카티비,67160,12-Dec,,,,,,,,,,,
(주)아프리카티비,67160,13-Dec,14.87,50820,882130,0,0,0,177727,-126907,216312,1868431,-741118
(주)아프리카티비,67160,14-Dec,25.01,3101974,372454,0,0,0,2751350,587277,282249,819005,-444469
(주)아프리카티비,67160,15-Dec,27.06,5121856,135243,0,0,0,4144643,977213,404933,1177117,-71624
(주)아프리카티비,67160,16-Dec,28.87,12837192,27920,0,0,0,10048384,2788808,330062,1862454,2914
(주)아프리카티비,67160,17-Dec,29.04,18066453,0,0,0,0,14659197,3407256,468050,255936,-33949
(주)아프리카티비,67160,18-Dec,19.98,26592132,7393,0,0,0,21334754,5257378,835995,519490,-674424
(주)아프리카티비,67160,19-Dec,22.71,41937934,415118,0,0,0,34160386,7777548,6886732,468567,-991300
(주)아프리카티비,67160,20-Dec,22.93,47535022,506590,0,0,0,36260334,9683810,1948541,647510,-42671
(주)안랩,53800,10-Dec,49.35,10620619,0,,0,0,14205310,-3584691,4759384,574230,-7234
(주)안랩,53800,11-Dec,29.53,7441421,0,,0,0,9378658,-1937237,3935241,2999001,-223532
(주)안랩,53800,12-Dec,32.41,17200682,1504,,0,0,14042927,1795152,3503075,1504,0
(주)안랩,53800,13-Dec,34.99,7635738,0,0,0,0,6438362,1097933,1976394,327915,0
(주)안랩,53800,14-Dec,31.37,10663781,0,0,0,0,9043930,1619851,1994204,12528,0
(주)안랩,53800,15-Dec,44.36,13746048,0,0,0,0,11919209,1826839,1810356,80090,0
(주)안랩,53800,16-Dec,44.46,16288068,0,0,0,0,14617499,1670569,1483253,15564,0
(주)안랩,53800,17-Dec,48.26,18851833,0,0,0,0,16278990,2572843,2459961,118352,0
(주)안랩,53800,18-Dec,42.14,25362342,0,0,0,0,22845726,2516615,7998259,174627,0
(주)안랩,53800,19-Dec,45.24,21775017,10908,0,0,0,19142259,2632757,4332729,1226242,0
(주)안랩,53800,20-Dec,50.19,21479729,32713,0,0,0,18478341,3001388,4309530,929775,0
(주)알체라,347860,19-Dec,,-11254756,285686,0,0,0,-11254756,0,90373,9379028,0
(주)알체라,347860,20-Dec,81.46,-3704783,34897,0,0,0,-3704925,142,1182548,35317,109073
(주)알티캐스트,85810,10-Dec,38.69,5514614,2474429,0,0,0,5217838,296776,4393199,2474429,0
(주)알티캐스트,85810,11-Dec,21.72,7012362,2324912,0,0,0,7237922,-225561,1511780,4833828,0
(주)알티캐스트,85810,12-Dec,33.2,4401774,12895713,0,0,0,4499778,-98004,3703410,12930502,0
(주)알티캐스트,85810,13-Dec,65.21,18274779,2634406,0,0,0,16008332,2266447,4491623,4664749,0
(주)알티캐스트,85810,14-Dec,75.42,16214388,322001,0,0,0,13008305,3206083,1390413,1308945,0
(주)알티캐스트,85810,15-Dec,61.99,-1791296,22765,0,0,0,439144,-2230440,892759,4696087,-501870
(주)알티캐스트,85810,16-Dec,37.76,1554588,165489,0,0,0,902016,1211195,1114882,922344,206893
(주)알티캐스트,85810,17-Dec,40,4241533,354901,0,0,0,1050839,947408,386014,588470,0
(주)알티캐스트,85810,18-Dec,37.61,4409620,493955,0,0,0,-7840096,4203827,3354846,517065,0
(주)알티캐스트,85810,19-Dec,14.75,-17463169,603734,0,0,0,-27219159,4881154,1556692,989160,0
(주)알티캐스트,85810,20-Dec,44.72,-6105115,2589324,0,0,0,-3815843,1651560,2664048,2810826,0
(주)액션스퀘어,205500,14-Dec,,,,,,,,,,,
(주)액션스퀘어,205500,15-Dec,,,,,,,,,,,
(주)액션스퀘어,205500,16-Dec,,,,,,,,,,,
(주)액션스퀘어,205500,17-Dec,63.74,-10498085,0,0,0,0,-12258989,1760903,553706,254105,0
(주)액션스퀘어,205500,18-Dec,48.24,-11215386,0,0,0,0,-11215386,0,587230,950000,0
(주)액션스퀘어,205500,19-Dec,55.99,-9160139,120985,0,0,0,-9160139,0,189733,1246398,0
(주)액션스퀘어,205500,20-Dec,62.97,-2017926,45437,0,0,0,-2017926,0,122511,51118,0
(주)액토즈소프트,52790,10-Dec,54.48,13465959,0,,0,0,2382649,11083310,6303016,3695442,-3281124
(주)액토즈소프트,52790,11-Dec,67.07,17117836,0,,0,0,7946149,9171688,5669664,2760500,-501310
(주)액토즈소프트,52790,12-Dec,-11.81,16971698,876822,,0,0,9643759,7327939,5633615,3172237,-240991
(주)액토즈소프트,52790,13-Dec,31.33,21738278,1129929,0,0,0,15080801,6657476,3859972,2821083,-2585078
(주)액토즈소프트,52790,14-Dec,31.42,-64344685,116683,0,0,0,-69023654,4678969,4282307,2216202,-3792162
(주)액토즈소프트,52790,15-Dec,28.39,229886,193,0,0,0,-7040610,7270496,3040688,1722529,-4952623
(주)액토즈소프트,52790,16-Dec,30.82,735802,103234,0,0,0,-2263407,2999209,2559392,1205981,-6347060
(주)액토즈소프트,52790,17-Dec,46.07,-4365636,249772,0,0,0,-7477694,3112058,2206963,5035236,-9436508
(주)액토즈소프트,52790,18-Dec,32.89,-11769710,248899,0,0,0,-14891821,3122110,1855886,1230710,-2596369
(주)액토즈소프트,52790,19-Dec,17.73,24731131,585148,0,0,0,20774308,3956824,3422171,1874002,3959835
(주)액토즈소프트,52790,20-Dec,43.17,22541985,468403,0,0,0,15594877,6947108,10945886,6815160,2790
(주)에스앤케이,950180,18-Jul,,37099065,0,0,0,0,25114084,11984981,1143572,1580845,0
(주)에스앤케이,950180,19-Jul,90.7,41059970,0,0,0,0,31169202,9890768,1941847,7313888,0
(주)에스앤케이,950180,20-Jul,83.14,30275630,158465,0,0,0,22653190,7622440,14204969,6926065,-246418
(주)에스에스알,275630,17-Dec,,,,,,,,,,,
(주)에스에스알,275630,18-Dec,,,,,,,,,,,
(주)에스에스알,275630,19-Dec,,,,,,,,,,,
(주)에스에스알,275630,20-Dec,,,,,,,,,,,
(주)에이트원,230980,16-Dec,,,,,,,,,,,
(주)에이트원,230980,17-Dec,-18.31,-148573,198714,0,0,0,-77875,-70699,66990,229217,0
(주)에이트원,230980,18-Dec,1.98,-964452,4116283,0,0,0,-584401,-380050,3143396,4220596,82670
(주)에이트원,230980,19-Dec,-16.3,-9565062,948102,0,0,0,-11556949,991490,155525,3771703,0
(주)에이트원,230980,20-Dec,-4.92,-664013,1401967,0,0,0,-664013,0,2703352,4659897,-273222
(주)에프앤가이드,64850,10-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,11-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,12-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,13-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,14-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,15-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,16-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,17-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,18-Dec,,,,,,,,,,,
(주)에프앤가이드,64850,19-Dec,6.29,2524964,517212,0,0,0,2409089,115875,574848,690098,0
(주)에프앤가이드,64850,20-Dec,,,,,,,,,,,
(주)엑셈,205100,14-Dec,,,,,,,,,,,
(주)엑셈,205100,15-Dec,36.63,-8281751,166180,0,0,0,-8274846,-6905,252837,585050,100028
(주)엑셈,205100,16-Dec,42.04,2774456,613941,0,0,0,2566502,207954,3313666,726721,-25531
(주)엑셈,205100,17-Dec,40.87,176074,521454,0,0,0,-31265,207339,298892,5591411,-74855
(주)엑셈,205100,18-Dec,52.78,7223921,206226,0,0,0,6275021,948900,1211168,276739,316811
(주)엑셈,205100,19-Dec,57.03,5694661,156290,0,0,0,4872081,822581,1375391,503804,-327365
(주)엑셈,205100,20-Dec,46.61,10102839,108559,0,0,0,8706278,1396561,1708215,1518949,-9825
(주)엔씨소프트,36570,10-Dec,51.88,195056424,304065,,0,0,144261037,50795387,21736652,304065,0
(주)엔씨소프트,36570,11-Dec,39.54,157210845,758198,,0,0,117676060,39534785,22913196,758198,0
(주)엔씨소프트,36570,12-Dec,33.31,182907074,865714,,0,0,153666726,29240348,18290752,865714,0
(주)엔씨소프트,36570,13-Dec,36.07,216222404,322687,0,0,0,158695768,57526635,16765524,322687,0
(주)엔씨소프트,36570,14-Dec,45.57,289009079,28593,0,0,0,227519296,61489783,17744279,28593,0
(주)엔씨소프트,36570,15-Dec,33.58,239509762,32179,0,0,0,166350442,73159319,20761346,830728,0
(주)엔씨소프트,36570,16-Dec,38.43,346073078,2978608,0,0,0,271381872,74691206,24741356,14089064,0
(주)엔씨소프트,36570,17-Dec,37.34,610242811,3257504,0,0,0,444043112,166199699,26908469,15480679,0
(주)엔씨소프트,36570,18-Dec,37.51,637349919,3330176,0,0,0,421467651,215882268,50249720,24670692,0
(주)엔씨소프트,36570,19-Dec,48.95,496153575,8419063,0,0,0,359154723,136998852,69663193,31480149,0
(주)엔씨소프트,36570,20-Dec,47.41,803256528,8978867,0,0,0,586612599,216643929,53397968,36063994,0
(주)엔에이치엔벅스,104200,10-Dec,20.22,9252465,1534373,,0,0,9932600,-680134,1458768,1534373,0
(주)엔에이치엔벅스,104200,11-Dec,31.87,8690193,297241,,0,0,7560701,1129492,1559614,297241,0
(주)엔에이치엔벅스,104200,12-Dec,32.88,-3538463,6959,,0,0,-3631941,1784,1279539,161085,0
(주)엔에이치엔벅스,104200,13-Dec,,,,,,,,,,,
(주)엔에이치엔벅스,104200,14-Dec,,,,,,,,,,,
(주)엔에이치엔벅스,104200,15-Dec,,,,,,,,,,,
(주)엔에이치엔벅스,104200,16-Dec,41.88,-3258890,0,0,0,0,-3833960,575070,1027679,73467,-32403
(주)엔에이치엔벅스,104200,17-Dec,40.69,-5222044,0,0,0,0,-5353884,131840,617998,653757,-1131172
(주)엔에이치엔벅스,104200,18-Dec,46.87,5934167,0,0,0,0,5219618,714549,1899932,2149856,1721
(주)엔에이치엔벅스,104200,19-Dec,47.3,5395914,65481,0,0,0,4121734,1274180,1281525,2975178,23511
(주)엔에이치엔벅스,104200,20-Dec,35.65,-4133794,69417,0,0,0,-4474238,340444,1028482,6643457,953
(주)엔이능률,53290,10-Dec,52.48,4561710,0,,0,0,3300615,1261095,1002892,0,0
(주)엔이능률,53290,11-Dec,52.25,5935197,0,,0,0,4436647,1498550,1323510,0,0
(주)엔이능률,53290,12-Dec,33.94,-431220,491,,0,0,72272,-503492,341317,491,0
(주)엔이능률,53290,13-Dec,34.62,5533321,0,0,0,0,4471456,1061864,102495,0,0
(주)엔이능률,53290,14-Dec,41.26,4044581,0,0,0,0,2811588,1232993,159598,0,0
(주)엔이능률,53290,15-Dec,46.4,6733687,0,0,0,0,5176907,1556780,181227,0,0
(주)엔이능률,53290,16-Dec,49.88,6743324,0,0,0,0,5261282,1482042,147236,0,0
(주)엔이능률,53290,17-Dec,31.58,1313022,0,0,0,0,726538,586483,174886,45429,0
(주)엔이능률,53290,18-Dec,,,,,,,,,,,
(주)엔이능률,53290,19-Dec,,,,,,,,,,,
(주)엔이능률,53290,20-Dec,,,,,,,,,,,
(주)엔지스테크널러지,208860,15-Dec,,,,,,,,,,,
(주)엔지스테크널러지,208860,16-Dec,,,,,,,,,,,
(주)엔지스테크널러지,208860,17-Dec,,,,,,,,,,,
(주)엔지스테크널러지,208860,18-Dec,,,,,,,,,,,
(주)엔지스테크널러지,208860,19-Dec,-0.17,-9135390,3511073,0,0,0,-8358887,-776503,302298,4498854,0
(주)엔지스테크널러지,208860,20-Dec,25.66,1766648,5804985,0,0,0,653054,1113594,3479833,8067314,0
(주)엔텔스,69410,10-Dec,,,,,,,,,,,
(주)엔텔스,69410,11-Dec,,,,,,,,,,,
(주)엔텔스,69410,12-Dec,55.79,8285832,0,,0,0,6727890,1557942,1560516,0,0
(주)엔텔스,69410,13-Dec,51.48,8752945,0,0,0,0,7072522,1680423,1080143,0,0
(주)엔텔스,69410,14-Dec,31.39,6206415,17268,0,0,0,4998687,1207728,1834933,17268,112280
(주)엔텔스,69410,15-Dec,29.02,-3330942,0,0,0,0,-2687091,-643851,693379,708,-382313
(주)엔텔스,69410,16-Dec,24.73,498884,0,0,0,0,287242,211642,542530,21,-504945
(주)엔텔스,69410,17-Dec,20.64,-3934605,0,0,0,0,-3532671,-401934,249841,260101,-2099841
(주)엔텔스,69410,18-Dec,26.56,3440753,0,0,0,0,2335852,1104901,507886,193388,1076794
(주)엔텔스,69410,19-Dec,27.53,3282256,11552,0,0,0,2032308,1249948,3355718,312952,-160326
(주)엔텔스,69410,20-Dec,55.83,7391154,15698,0,0,0,7365717,25437,627977,115972,-210187
(주)엠게임,58630,10-Dec,10.51,-18733139,857850,,0,0,-14481118,-4252021,236300,857850,-560025
(주)엠게임,58630,11-Dec,-1.66,-1666098,1684353,,0,0,-1176531,-489567,274292,1684353,66104
(주)엠게임,58630,12-Dec,-9.06,-1942859,2080655,,0,0,-2258091,315232,391666,2299290,0
(주)엠게임,58630,13-Dec,-47.83,-58107125,2072400,0,0,0,-68163857,10056732,197772,2105312,0
(주)엠게임,58630,14-Dec,-20.73,-4891027,2070807,0,0,0,-8142271,3251243,140289,2803277,1039102
(주)엠게임,58630,15-Dec,,,,,,,,,,,
(주)엠게임,58630,16-Dec,,,,,,,,,,,
(주)엠게임,58630,17-Dec,,,,,,,,,,,
(주)엠게임,58630,18-Dec,18.66,4190311,84083,0,0,0,2533933,1656378,101736,84083,233718
(주)엠게임,58630,19-Dec,31.31,7179838,60816,0,0,0,7746102,-566264,286886,440927,0
(주)엠게임,58630,20-Dec,36.65,8080820,35987,0,0,0,6936852,1143968,508073,585285,0
(주)엠로,58970,12-Dec,,,,,,,,,,,
(주)엠로,58970,13-Dec,,,,,,,,,,,
(주)엠로,58970,14-Dec,,,,,,,,,,,
(주)엠로,58970,15-Dec,,,,,,,,,,,
(주)엠로,58970,16-Dec,,,,,,,,,,,
(주)엠로,58970,17-Dec,,,,,,,,,,,
(주)엠로,58970,18-Dec,,,,,,,,,,,
(주)엠로,58970,19-Dec,,,,,,,,,,,
(주)엠로,58970,20-Dec,7.04,4227530,539279,0,0,0,3759256,468274,91222,3239086,-27482
(주)영림원소프트랩,60850,10-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,11-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,12-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,13-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,14-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,15-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,16-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,17-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,18-Dec,,,,,,,,,,,
(주)영림원소프트랩,60850,19-Dec,34.38,4317913,287774,0,0,0,4341042,-23129,213668,347174,152678
(주)영림원소프트랩,60850,20-Dec,47.32,4313971,189741,0,0,0,4863849,-549878,237393,444116,0
(주)예림당,36000,10-Dec,27.72,17098937,671620,,0,0,10951207,4091949,641061,671688,0
(주)예림당,36000,11-Dec,13.7,12035676,586566,,0,0,10633241,1402434,343561,2651766,0
(주)예림당,36000,12-Dec,18.74,10322645,285643,,0,0,8148898,2173747,2380537,2572209,-278433
(주)예림당,36000,13-Dec,-6.4,8358102,1506794,0,0,0,7445395,1303635,2786801,5638723,4417469
(주)예림당,36000,14-Dec,9.15,12159571,1506129,0,0,0,11437711,721859,1097992,2260820,0
(주)예림당,36000,15-Dec,-3.15,3653849,3132064,0,0,0,3414579,239270,2190086,3369904,0
(주)예림당,36000,16-Dec,-7.48,8139537,2890536,0,0,0,6604276,1535261,2188304,10987780,0
(주)예림당,36000,17-Dec,4.65,43476415,1510958,0,0,0,36151840,7324575,3317442,1581329,-1614091
(주)예림당,36000,18-Dec,36.25,40173085,1839710,0,0,0,32812536,7360549,4379850,1986822,-1285909
(주)예림당,36000,19-Dec,5.85,-61607781,29944035,0,0,0,-48960614,-12647168,7478149,30005979,0
(주)예림당,36000,20-Dec,-2.14,-176143942,30308817,0,0,0,-141429918,-34907341,5311006,31290381,0
(주)오비고,352910,10-Dec,,,,,,,,,,,
(주)오비고,352910,11-Dec,,,,,,,,,,,
(주)오비고,352910,12-Dec,,,,,,,,,,,
(주)오비고,352910,13-Dec,,,,,,,,,,,
(주)오비고,352910,14-Dec,,,,,,,,,,,
(주)오비고,352910,15-Dec,,,,,,,,,,,
(주)오비고,352910,16-Dec,,,,,,,,,,,
(주)오비고,352910,17-Dec,,,,,,,,,,,
(주)오비고,352910,18-Dec,,,,,,,,,,,
(주)오비고,352910,19-Dec,-246.87,-5308026,2373752,0,0,0,-5332075,24048,1227343,2936237,0
(주)오비고,352910,20-Dec,26.04,-3681470,2720745,0,0,0,-3861463,179993,827311,3572969,26907
(주)오파스넷,173130,10-Dec,,,,,,,,,,,
(주)오파스넷,173130,11-Dec,,,,,,,,,,,
(주)오파스넷,173130,12-Dec,,,,,,,,,,,
(주)오파스넷,173130,13-Dec,,,,,,,,,,,
(주)오파스넷,173130,14-Dec,,,,,,,,,,,
(주)오파스넷,173130,15-Dec,,,,,,,,,,,
(주)오파스넷,173130,16-Dec,,,,,,,,,,,
(주)오파스넷,173130,17-Dec,,,,,,,,,,,
(주)오파스넷,173130,18-Dec,,,,,,,,,,,
(주)오파스넷,173130,19-Dec,,,,,,,,,,,
(주)오파스넷,173130,20-Dec,,,,,,,,,,,
(주)오픈베이스,49480,10-Dec,28.26,-1804079,566261,,0,0,-2233107,429028,1274152,577447,-194763
(주)오픈베이스,49480,11-Dec,31.29,1972363,456858,,0,0,1277133,695231,1157672,471298,-243348
(주)오픈베이스,49480,12-Dec,19.34,3554186,519116,,0,0,3338741,215446,1184047,521348,-107543
(주)오픈베이스,49480,13-Dec,4.82,4285282,935865,0,0,0,3209151,1076131,849261,939615,-97387
(주)오픈베이스,49480,14-Dec,0.65,5742332,1437903,0,0,0,3304547,2437785,702033,1696430,-189466
(주)오픈베이스,49480,15-Dec,-1.29,5036667,963406,0,0,0,4010168,1026499,628787,1377154,-211205
(주)오픈베이스,49480,16-Dec,13.25,6844033,808625,0,0,0,5516589,1327444,1646300,1426505,103926
(주)오픈베이스,49480,17-Dec,22.3,2234902,840145,0,0,0,1706250,528652,1826258,1004269,-521975
(주)오픈베이스,49480,18-Dec,18.1,-2230408,860639,0,0,0,-2635887,405479,665707,860708,-362139
(주)오픈베이스,49480,19-Dec,18.51,1383254,842367,0,0,0,1163562,219692,493838,842367,-295056
(주)오픈베이스,49480,20-Dec,18.93,3781647,469898,0,0,0,2639013,1142633,413773,469898,55462
(주)와이더플래닛,321820,14-Dec,,,,,,,,,,,
(주)와이더플래닛,321820,15-Dec,,,,,,,,,,,
(주)와이더플래닛,321820,16-Dec,,,,,,,,,,,
(주)와이더플래닛,321820,17-Dec,,,,,,,,,,,
(주)와이더플래닛,321820,18-Dec,,,,,,,,,,,
(주)와이더플래닛,321820,19-Dec,3.34,-2531621,75658,0,0,0,-2507504,0,99641,162613,0
(주)와이더플래닛,321820,20-Dec,-47.05,-4120276,97745,0,0,0,-4120276,0,35600,135579,0
(주)와이지플러스,37270,10-Dec,18.97,-224031,56057,,0,0,-1512666,1288635,520794,56057,840207
(주)와이지플러스,37270,11-Dec,23.12,1872623,43197,,0,0,1222245,650377,533931,43197,1139808
(주)와이지플러스,37270,12-Dec,22.77,-1493759,39307,,0,0,-2038336,544577,473206,39307,536277
(주)와이지플러스,37270,13-Dec,22.22,-1438954,41297,9118,0,0,-2880596,1441642,349099,41297,495634
(주)와이지플러스,37270,14-Dec,89.2,-3044267,26384,0,0,0,-3460942,-2246415,323040,26384,-1751723
(주)와이지플러스,37270,15-Dec,61.96,-4757702,1484,0,0,0,-4519843,-237860,3167596,509412,0
(주)와이지플러스,37270,16-Dec,53.23,-4832718,78512,0,0,0,-5447738,615020,3280601,2410467,0
(주)와이지플러스,37270,17-Dec,28.5,-8853070,272867,0,0,0,-9984394,1131324,1297312,3275595,0
(주)와이지플러스,37270,18-Dec,25.53,-1257260,601476,0,0,0,-1430694,-1378898,4139776,3791705,0
(주)와이지플러스,37270,19-Dec,22.45,-557113,763553,0,0,0,-4249703,446138,1935807,2048209,0
(주)와이지플러스,37270,20-Dec,18.24,791443,615053,0,0,0,-7469923,-765455,3659891,2379714,0
(주)원티드랩,376980,20-Dec,,-9266852,2409241,0,0,0,-9266852,0,142944,4187396,0
(주)웹젠,69080,10-Dec,44.04,-8500694,1858233,,0,0,-12302279,3801585,4895418,2804454,0
(주)웹젠,69080,11-Dec,18.88,9360867,2003475,,0,0,5440491,3920376,4229189,4355944,0
(주)웹젠,69080,12-Dec,29.76,5618137,1276214,,0,0,2404122,3214015,2269424,2534967,0
(주)웹젠,69080,13-Dec,14.61,4783945,18018,0,0,0,1804248,2979697,2534027,843625,0
(주)웹젠,69080,14-Dec,27.83,11382850,2929,0,0,0,8413172,2969677,3320950,2608315,0
(주)웹젠,69080,15-Dec,37.5,65850828,712,0,0,0,60235114,5615714,6025234,3336830,0
(주)웹젠,69080,16-Dec,51.27,56877322,115,0,0,0,44875732,12001590,8643152,4258414,0
(주)웹젠,69080,17-Dec,56.91,45647471,21236,0,0,0,29962485,15684986,7770971,4368765,0
(주)웹젠,69080,18-Dec,54.39,68438967,12417,0,0,0,50125497,18313470,8589694,2902439,0
(주)웹젠,69080,19-Dec,47.36,57047815,159521,0,0,0,42171396,14876419,12523381,2248075,0
(주)웹젠,69080,20-Dec,44.41,116071307,128781,0,0,0,86256604,29814703,14267290,6185537,0
(주)위메이드,112040,10-Dec,61.18,32709672,5111,,0,0,22032833,8507935,9204092,2605932,-1798174
(주)위메이드,112040,11-Dec,53.72,26535389,55611,,0,0,26077738,-3852593,9616680,1644024,-860827
(주)위메이드,112040,12-Dec,43.96,-4761536,68632,,0,0,-7944638,2861355,6147541,6306817,-604837
(주)위메이드,112040,13-Dec,32.83,18857911,38070,0,0,0,12258996,6467710,6277252,2746637,1118138
(주)위메이드,112040,14-Dec,17.53,278901316,0,0,0,0,206304368,72596948,367896913,1410799,-5804696
(주)위메이드,112040,15-Dec,22.29,-150314990,898441,0,0,0,-123916028,-26398962,4598933,121020379,-5028126
(주)위메이드,112040,16-Dec,27.66,-88590627,2132225,0,0,0,-73000609,-15590018,11542040,95673173,399310
(주)위메이드,112040,17-Dec,50.41,14534980,2493873,0,0,0,-885023,15420003,21276913,11899453,-399310
(주)위메이드,112040,18-Dec,29.9,-35383960,1797155,0,0,0,-48528176,13144217,9488960,3078469,0
(주)위메이드,112040,19-Dec,22.24,-10453673,775781,0,0,0,-28698789,18245116,5103153,4332493,0
(주)위메이드,112040,20-Dec,25.04,-14623507,865866,0,0,0,-18361927,3738420,3849661,8912181,-10461
(주)위메이드맥스,101730,10-Dec,72.98,9013507,0,,0,0,8477967,535540,3348435,495064,0
(주)위메이드맥스,101730,11-Dec,53.67,6819902,51444,,0,0,6019113,800789,3101011,238518,0
(주)위메이드맥스,101730,12-Dec,41.65,-3651361,68291,,0,0,-4790971,1139610,2324641,3072254,-215247
(주)위메이드맥스,101730,13-Dec,54.08,20847160,38100,0,0,0,14640213,6206947,3452827,692184,0
(주)위메이드맥스,101730,14-Dec,45.42,-3425783,0,0,0,0,-3973314,547531,1626039,225996,318635
(주)위메이드맥스,101730,15-Dec,43.67,-20618906,897907,0,0,0,-21269436,650530,1638132,4288139,-469926
(주)위메이드맥스,101730,16-Dec,43.97,-1611526,2068070,0,0,0,-1720481,108955,5437009,2159436,-782089
(주)위메이드맥스,101730,17-Dec,33.16,-13606746,2493872,0,0,0,-11950875,-1655871,857363,5514608,-1091182
(주)위메이드맥스,101730,18-Dec,12.17,-39590908,1797155,0,0,0,-41717459,2126551,885350,1922106,-3080897
(주)위메이드맥스,101730,19-Dec,-25.63,-16199997,776871,0,0,0,-15993265,-206733,628321,1866310,-3268620
(주)위메이드맥스,101730,20-Dec,47.98,-10061629,846480,0,0,0,-10007970,-53659,384878,1364337,-1350196
(주)위세아이텍,65370,12-Dec,,,,,,,,,,,
(주)위세아이텍,65370,13-Dec,,,,,,,,,,,
(주)위세아이텍,65370,14-Dec,,,,,,,,,,,
(주)위세아이텍,65370,15-Dec,,,,,,,,,,,
(주)위세아이텍,65370,16-Dec,,,,,,,,,,,
(주)위세아이텍,65370,17-Dec,,,,,,,,,,,
(주)위세아이텍,65370,18-Dec,,,,,,,,,,,
(주)위세아이텍,65370,19-Dec,,,,,,,,,,,
(주)위세아이텍,65370,20-Dec,,,,,,,,,,,
(주)윈스,136540,11-Dec,,,,,,,,,,,
(주)윈스,136540,12-Dec,,,,,,,,,,,
(주)윈스,136540,13-Dec,,,,,,,,,,,
(주)윈스,136540,14-Dec,,,,,,,,,,,
(주)윈스,136540,15-Dec,,,,,,,,,,,
(주)윈스,136540,16-Dec,,,,,,,,,,,
(주)윈스,136540,17-Dec,42.53,8954805,1010299,0,0,0,7720533,1234272,2518588,1820258,0
(주)윈스,136540,18-Dec,38.71,12377490,1389017,0,0,0,11500957,876533,5593749,3879511,0
(주)윈스,136540,19-Dec,19.5,17635559,1325065,0,0,0,14983241,2652318,5561898,2796219,0
(주)윈스,136540,20-Dec,30.42,21093114,994452,0,0,0,18338257,2754857,7720007,4522868,0
(주)유비케어,32620,10-Dec,43.74,2374003,2888,,0,0,2326590,47414,971615,2888,0
(주)유비케어,32620,11-Dec,51.04,3976955,13,,0,0,3609202,367753,762597,13,0
(주)유비케어,32620,12-Dec,43.58,589716,4866,,0,0,307812,281904,786619,4866,0
(주)유비케어,32620,13-Dec,47.17,-1311304,0,0,0,0,-4307609,872451,685910,0,0
(주)유비케어,32620,14-Dec,53.77,3477868,0,0,0,0,-3003298,608547,745447,0,0
(주)유비케어,32620,15-Dec,55.53,4916764,0,0,0,0,6206377,45372,660800,0,0
(주)유비케어,32620,16-Dec,53.06,7266940,0,0,0,0,5068877,2134382,587537,0,-14623
(주)유비케어,32620,17-Dec,44.27,4566325,4971,0,0,0,3540826,1025499,401166,4971,-2450025
(주)유비케어,32620,18-Dec,49.34,7711370,0,0,0,0,6088032,1623339,783255,0,-3279007
(주)유비케어,32620,19-Dec,50.27,10857314,20807,0,0,0,7334986,3431662,264276,20807,-3130081
(주)유비케어,32620,20-Dec,46.84,9228535,59934,0,0,0,6848983,2379552,324343,59934,-7262517
(주)율호,72770,10-Dec,-11.54,-18468459,1800920,,0,0,-18100218,-368241,532862,1816193,0
(주)율호,72770,11-Dec,29.09,3954793,1593863,,0,0,3704768,250025,406009,1593863,0
(주)율호,72770,12-Dec,32.76,520483,450044,,0,0,183815,39321,404730,450044,0
(주)율호,72770,13-Dec,20.38,234986,218338,0,0,0,178612,-6184,304056,218338,0
